geoAreaCode,geoAreaName,age_code,age_desc,sex_code,sex_desc,n_disaggregations,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,min_n_years,max_n_years
62,Central and Southern Asia,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,20,2000,2019,4,20
62,Central and Southern Asia,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,20,2000,2019,4,20
62,Central and Southern Asia,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,20,2000,2019,4,20
62,Central and Southern Asia,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,20,2000,2019,4,20
143,Central Asia,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,20,2000,2019,4,20
143,Central Asia,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,20,2000,2019,4,20
143,Central Asia,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,20,2000,2019,4,20
143,Central Asia,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,20,2000,2019,4,20
143,Central Asia,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,20,2000,2019,4,20
143,Central Asia,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,20,2000,2019,4,20
143,Central Asia,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,20,2000,2019,4,20
143,Central Asia,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,20,2000,2019,4,20
143,Central Asia,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,20,2000,2019,4,20
148,Chad,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
148,Chad,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
148,Chad,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
148,Chad,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
148,Chad,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
148,Chad,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
148,Chad,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
148,Chad,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
148,Chad,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
152,Chile,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
152,Chile,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
152,Chile,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
152,Chile,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
152,Chile,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
152,Chile,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
152,Chile,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
152,Chile,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
152,Chile,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
156,China,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
156,China,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
156,China,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
156,China,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
156,China,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
156,China,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
156,China,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
156,China,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
156,China,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
170,Colombia,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
170,Colombia,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
170,Colombia,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
170,Colombia,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
170,Colombia,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
170,Colombia,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
170,Colombia,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
170,Colombia,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
170,Colombia,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
174,Comoros,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
174,Comoros,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
174,Comoros,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
174,Comoros,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
174,Comoros,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
174,Comoros,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
174,Comoros,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
174,Comoros,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
174,Comoros,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
178,Congo,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
178,Congo,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
178,Congo,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
178,Congo,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
178,Congo,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
178,Congo,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
178,Congo,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
178,Congo,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
178,Congo,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
188,Costa Rica,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
188,Costa Rica,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
188,Costa Rica,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
188,Costa Rica,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
188,Costa Rica,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
188,Costa Rica,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
188,Costa Rica,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
188,Costa Rica,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
188,Costa Rica,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
384,Côte d'Ivoire,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
384,Côte d'Ivoire,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
384,Côte d'Ivoire,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
384,Côte d'Ivoire,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
384,Côte d'Ivoire,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
384,Côte d'Ivoire,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
384,Côte d'Ivoire,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
384,Côte d'Ivoire,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
384,Côte d'Ivoire,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
180,Democratic Republic of the Congo,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
180,Democratic Republic of the Congo,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
180,Democratic Republic of the Congo,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
180,Democratic Republic of the Congo,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
180,Democratic Republic of the Congo,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
180,Democratic Republic of the Congo,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
180,Democratic Republic of the Congo,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
180,Democratic Republic of the Congo,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
180,Democratic Republic of the Congo,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
214,Dominican Republic,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
214,Dominican Republic,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
214,Dominican Republic,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
214,Dominican Republic,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
214,Dominican Republic,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
214,Dominican Republic,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
214,Dominican Republic,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
214,Dominican Republic,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
214,Dominican Republic,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
753,Eastern and South-Eastern Asia,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,20,2000,2019,4,20
753,Eastern and South-Eastern Asia,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,20,2000,2019,4,20
753,Eastern and South-Eastern Asia,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,20,2000,2019,4,20
753,Eastern and South-Eastern Asia,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,20,2000,2019,4,20
753,Eastern and South-Eastern Asia,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,20,2000,2019,4,20
753,Eastern and South-Eastern Asia,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,20,2000,2019,4,20
753,Eastern and South-Eastern Asia,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,20,2000,2019,4,20
753,Eastern and South-Eastern Asia,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,20,2000,2019,4,20
753,Eastern and South-Eastern Asia,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,20,2000,2019,4,20
30,Eastern Asia,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,20,2000,2019,4,20
30,Eastern Asia,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,20,2000,2019,4,20
30,Eastern Asia,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,20,2000,2019,4,20
30,Eastern Asia,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,20,2000,2019,4,20
30,Eastern Asia,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,20,2000,2019,4,20
30,Eastern Asia,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,20,2000,2019,4,20
30,Eastern Asia,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,20,2000,2019,4,20
30,Eastern Asia,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,20,2000,2019,4,20
30,Eastern Asia,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,20,2000,2019,4,20
218,Ecuador,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
218,Ecuador,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
218,Ecuador,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
218,Ecuador,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
218,Ecuador,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
218,Ecuador,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
218,Ecuador,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
218,Ecuador,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
218,Ecuador,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
818,Egypt,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
818,Egypt,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
818,Egypt,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
818,Egypt,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
818,Egypt,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
818,Egypt,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
818,Egypt,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
818,Egypt,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
818,Egypt,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
222,El Salvador,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
222,El Salvador,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
222,El Salvador,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
222,El Salvador,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
222,El Salvador,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
222,El Salvador,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
222,El Salvador,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
222,El Salvador,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
222,El Salvador,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
748,Eswatini,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
748,Eswatini,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
748,Eswatini,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
748,Eswatini,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
748,Eswatini,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
748,Eswatini,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
748,Eswatini,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
748,Eswatini,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
748,Eswatini,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
231,Ethiopia,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
231,Ethiopia,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
231,Ethiopia,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
231,Ethiopia,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
231,Ethiopia,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
231,Ethiopia,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
231,Ethiopia,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
231,Ethiopia,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
231,Ethiopia,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
150,Europe,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,20,2000,2019,4,20
150,Europe,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,20,2000,2019,4,20
150,Europe,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,20,2000,2019,4,20
150,Europe,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,20,2000,2019,4,20
150,Europe,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,20,2000,2019,4,20
150,Europe,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,20,2000,2019,4,20
150,Europe,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,20,2000,2019,4,20
150,Europe,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,20,2000,2019,4,20
150,Europe,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,20,2000,2019,4,20
513,Europe and Northern America,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,20,2000,2019,4,20
513,Europe and Northern America,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,20,2000,2019,4,20
513,Europe and Northern America,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,20,2000,2019,4,20
513,Europe and Northern America,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,20,2000,2019,4,20
513,Europe and Northern America,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,20,2000,2019,4,20
513,Europe and Northern America,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,20,2000,2019,4,20
513,Europe and Northern America,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,20,2000,2019,4,20
513,Europe and Northern America,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,20,2000,2019,4,20
513,Europe and Northern America,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,20,2000,2019,4,20
242,Fiji,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
242,Fiji,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
242,Fiji,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
242,Fiji,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
242,Fiji,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
242,Fiji,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
242,Fiji,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
242,Fiji,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
242,Fiji,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
266,Gabon,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,19,2000,2018,4,20
266,Gabon,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,19,2000,2018,4,20
266,Gabon,Y_GE15,15 years old and over,M,Male,2,SI_POV_EMP1__Y_GE15__M,age__sex,19,2000,2018,4,20
266,Gabon,Y15T24,15 to 24 years old,_T,Both sexes,2,SI_POV_EMP1__Y15T24___T,age__sex,19,2000,2018,4,20
266,Gabon,Y15T24,15 to 24 years old,F,Female,2,SI_POV_EMP1__Y15T24__F,age__sex,19,2000,2018,4,20
266,Gabon,Y15T24,15 to 24 years old,M,Male,2,SI_POV_EMP1__Y15T24__M,age__sex,19,2000,2018,4,20
266,Gabon,Y_GE25,25 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE25___T,age__sex,19,2000,2018,4,20
266,Gabon,Y_GE25,25 years old and over,F,Female,2,SI_POV_EMP1__Y_GE25__F,age__sex,19,2000,2018,4,20
266,Gabon,Y_GE25,25 years old and over,M,Male,2,SI_POV_EMP1__Y_GE25__M,age__sex,19,2000,2018,4,20
270,Gambia,Y_GE15,15 years old and over,_T,Both sexes,2,SI_POV_EMP1__Y_GE15___T,age__sex,12,2003,2018,4,20
270,Gambia,Y_GE15,15 years old and over,F,Female,2,SI_POV_EMP1__Y_GE15__F,age__sex,12,2003,2018,4,20
